公告,#genre#
中视新闻,http://38.64.72.148/hls/modn/list/4010/playlist.m3u8$LR•IPV4『线路2』
中视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv074$LR•IPV4『线路3』
中视新闻,p3p://108.181.32.169:27540/642d016e000643ab0926e0907da252ca$LR•IPV4『线路4』
中视新闻,https://stream1.freetv.fun/zhong-shi-xin-wen-4.m3u8$LR•IPV4『线路5』
中视新闻,https://stream1.freetv.fun/zhong-shi-xin-wen-5.ctv$LR•IPV4『线路6』
中视新闻,https://stream1.freetv.fun/zhong-shi-xin-wen-2.ctv$LR•IPV4『线路7』
中视新闻,http://ku9.fr.to/smt.php?id=zhongshinews_twn$LR•IPV4『线路8』
华视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv052$LR•IPV4『线路1』
华视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv052$LR•IPV4『线路2』
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8$LR•IPV4『线路3』
华视新闻,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8$LR•IPV4『线路4』
华视新闻,https://stream1.freetv.fun/hua-shi-2.m3u8$LR•IPV4『线路5』
华视新闻,http://211.72.65.236:8503/.m3u8$LR•IPV4『线路6』
台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051$LR•IPV4『线路1』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?$LR•IPV4『线路2』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top$LR•IPV4『线路3』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8$LR•IPV4『线路4』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8$LR•IPV4『线路5』
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8$LR•IPV4『线路6』
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8$LR•IPV4『线路7』
台视新闻,https://stream1.freetv.fun/c1e80466d09b16dbba231914e7d90e38b5ad564c5c34497819f0b65b3c0c8ea2.m3u8$LR•IPV4『线路8』
台视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051$LR•IPV4『线路9』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-1.m3u8$LR•IPV4『线路10』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-10.m3u8$LR•IPV4『线路11』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-11.m3u8$LR•IPV4『线路12』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-12.m3u8$LR•IPV4『线路13』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-13.m3u8$LR•IPV4『线路14』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-14.m3u8$LR•IPV4『线路15』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-15.m3u8$LR•IPV4『线路16』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-16.m3u8$LR•IPV4『线路17』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8$LR•IPV4『线路18』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-18.m3u8$LR•IPV4『线路19』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-19.m3u8$LR•IPV4『线路20』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-2.m3u8$LR•IPV4『线路21』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-22.m3u8$LR•IPV4『线路22』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-4.m3u8$LR•IPV4『线路23』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-5.m3u8$LR•IPV4『线路24』
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8$LR•IPV4『线路25』
台视新闻,http://ku9.fr.to/smt.php?id=ttvnews_twn$LR•IPV4『线路26』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-3.m3u8$LR•IPV4『线路27』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-8.m3u8$LR•IPV4『线路28』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-9.m3u8$LR•IPV4『线路29』
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-6.m3u8$LR•IPV4『线路30』
非凡新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv010$LR•IPV4『线路1』
非凡新闻,rtmp://f13h.mine.nu/sat/tv581$LR•IPV4『线路2』
非凡新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv010$LR•IPV4『线路3』
非凡新闻,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=feifannews_twn$LR•IPV4『线路4』
非凡新闻,p3p://108.181.32.169:27540/64258e8600060f7eec0e3ebd6c49020e$LR•IPV4『线路5』
非凡新闻,http://ku9.fr.to/smt.php?id=feifannews_twn$LR•IPV4『线路6』
非凡新闻,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv010$LR•IPV4『线路7』
非凡新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv010$LR•IPV4『线路8』
东森新闻,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8$LR•IPV4『线路1』
东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152$LR•IPV4『线路2』
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8$LR•IPV4『线路3』
东森新闻,http://211.72.65.236:8540/.m3u8$LR•IPV4『线路4』
东森新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5269&tk=97475bb89d45$LR•IPV4『线路5』
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152$LR•IPV4『线路6』
东森新闻,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvnews$LR•IPV4『线路7』
东森新闻,p3p://108.181.32.169:27540/64251f9700046520ea5ce8b85b6c11da$LR•IPV4『线路8』
东森新闻,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8$LR•IPV4『线路9』
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-2.m3u8$LR•IPV4『线路10』
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-5.ctv$LR•IPV4『线路11』
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-3.ctv$LR•IPV4『线路12』
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-6.ctv$LR•IPV4『线路13』
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-7.ctv$LR•IPV4『线路14』
镜新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv075$LR•IPV4『线路1』
镜新闻,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv075$LR•IPV4『线路2』
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8$LR•IPV4『线路1』
TVBS新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8$LR•IPV4『线路2』
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7567&tk=97475bb89d45$LR•IPV4『线路3』
TVBS新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv072$LR•IPV4『线路4』
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6978&tk=7d4ad8f156e3$LR•IPV4『线路5』
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9815&tk=e503191f8e20$LR•IPV4『线路6』
TVBS新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2005&tk=2aca1ad9a849$LR•IPV4『线路7』
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts$LR•IPV4『线路8』
TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ$LR•IPV4『线路9』
TVBS新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv072$LR•IPV4『线路10』
TVBS新闻,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8$LR•IPV4『线路11』
TVBS新闻,http://211.72.65.236:8574/.m3u8$LR•IPV4『线路12』
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts$LR•IPV4『线路13』
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068$LR•IPV4『线路1』
TVBS欢乐,https://litv.zapi.us.kg/?id=4gtv-4gtv068$LR•IPV4『线路2』
TVBS欢乐,http://37.27.111.214:8080/live/24/hls.m3u8$LR•IPV4『线路3』
TVBS欢乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8532/.m3u8$LR•IPV4『线路4』
TVBS欢乐,http://23.224.49.18:8866/haiou.php?id=4gtv-4gtv068$LR•IPV4『线路5』
TVBS欢乐,http://37.27.111.214:8080/live/24/hls.m3u8$LR•IPV4『线路6』
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8$LR•IPV4『线路1』
三立新闻,p3p://108.181.32.169:27540/64251e23000bcd04ea573d7c0f0a002e$LR•IPV4『线路2』
三立新闻,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8$LR•IPV4『线路3』
三立新闻,http://ali.hlspull.yximgs.com/live/7771ddsshabibscbmlsanlixw8886755464889eqoklhdjhflhfsdfagksh-9999547666-8845f-52660dfb346liLecbcdncnpfhgkdfghdlivcctv9HDopdeafaiiiisgdbkasdfsbiiilllll1llllllllllllllllllilldfsldhfsfjlfjfdsklf4dlkfdfgksfhskfsfddlafakfhajdfsaad.flv$LR•IPV4『线路4』
三立新闻,p3p://108.181.32.169:18612/64251e23000bcd04ea573d7c0f0a002e$LR•IPV4『线路5』
三立新闻,p3p://108.181.32.169:18118/64251e23000bcd04ea573d7c0f0a002e$LR•IPV4『线路6』
三立新闻,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.345888.xyz.cdn.cloudflare.net/gt/aktv.php?variable=null-14$LR•IPV4『线路7』
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-5.ctv$LR•IPV4『线路8』
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8$LR•IPV4『线路9』
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-3.m3u8$LR•IPV4『线路10』
寰宇新闻,https://yang-1989.eu.org/youtube/globalnewstw$LR•IPV4『线路1』
寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8$LR•IPV4『线路2』
寰宇新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3650&tk=97475bb89d45$LR•IPV4『线路3』
寰宇新闻,http://litv.zapi.us.kg/?id=litv-longturn14$LR•IPV4『线路4』
寰宇新闻,p3p://108.181.32.169:27540/64295eb60008744efaf37ae07d17520b$LR•IPV4『线路5』
寰宇新闻,https://litv.zapi.us.kg/?id=litv-longturn14$LR•IPV4『线路6』
寰宇新闻,http://ku9.fr.to/smt.php?id=huanyuxinwen_twn$LR•IPV4『线路7』
寰宇新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3002&tk=e503191f8e20$LR•IPV4『线路8』
寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-6.m3u8$LR•IPV4『线路9』
寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-7.m3u8$LR•IPV4『线路10』
寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-4.m3u8$LR•IPV4『线路11』
寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-1.m3u8$LR•IPV4『线路12』
寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-2.m3u8$LR•IPV4『线路13』
寰宇新闻,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8$LR•IPV4『线路14』
寰宇新闻,http://211.72.65.236:8547/.m3u8$LR•IPV4『线路15』
寰宇新聞台灣台,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8$LR•IPV4『线路1』
寰宇新聞台灣台,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/litv-longturn15$LR•IPV4『线路2』
TVB无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8$LR•IPV4『线路1』
TVB无线新闻,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.ctv$LR•IPV4『线路2』
TVB无线新闻,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8$LR•IPV4『线路3』
TVB无线新闻,http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8$LR•IPV4『线路4』
TVB无线新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8757&tk=97475bb89d45$LR•IPV4『线路5』
TVB无线新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5283&tk=97475bb89d45$LR•IPV4『线路6』
TVB无线新闻,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8$LR•IPV4『线路7』
TVB无线新闻,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=inews_twn$LR•IPV4『线路8』
TVB无线新闻,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.m3u8$LR•IPV4『线路9』
TVB无线新闻,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn$LR•IPV4『线路10』
TVB无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn$LR•IPV4『线路11』
TVB无线新闻,p3p://108.181.32.169:27540/6533fd5600043bdb2d1c8c0729c35d0c$LR•IPV4『线路12』
TVB无线新闻,p3p://108.181.32.169:27540/6533f9fb00006d352d0f6f9235041f8d$LR•IPV4『线路13』
TVB无线新闻,http://r.jdshipin.com/CkuBd$LR•IPV4『线路14』
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt$LR•IPV4『线路15』
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn$LR•IPV4『线路16』
TVB无线新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2845&tk=e503191f8e20$LR•IPV4『线路17』
TVB无线新闻,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1322&tk=e503191f8e20$LR•IPV4『线路18』
TVB无线新闻,http://cdn.iptv8k.top/dl/jspd.php?id=2$LR•IPV4『线路19』
TVB无线新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah006-golive.flv$LR•IPV4『线路20』
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路21』
TVB无线新闻,https://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8$LR•IPV4『线路22』
TVB无线新闻,p3p://167.114.175.6:55331/653e4703000daead0c78dfb07723484e$LR•IPV4『线路23』
TVB无线新闻,p3p://108.181.32.169:19673/66c414110003f1f047eb7cb30cd84a38$LR•IPV4『线路24』
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路25』
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn$LR•IPV4『线路26』
TVB无线新闻,p3p://167.114.175.6:55331/66c9c0df00016a4852abc2d358ee0ccb$LR•IPV4『线路27』
TVB无线新闻,p3p://167.114.175.6:55331/653e4818000b73240c7d19181340415e$LR•IPV4『线路28』
TVB明珠台,p3p://167.114.175.6:55331/611d99f3000116024a845bb9627404c9$LR•IPV4『线路1』
TVB明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8$LR•IPV4『线路2』
TVB明珠台,https://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8$LR•IPV4『线路3』
TVB明珠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah008-golive.flv$LR•IPV4『线路4』
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8$LR•IPV4『线路5』
TVB明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8$LR•IPV4『线路6』
TVB明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn$LR•IPV4『线路7』
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$LR•IPV4『线路1』
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$LR•IPV4『线路2』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$LR•IPV4『线路3』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3$LR•IPV4『线路4』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3$LR•IPV4『线路5』
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路6』
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv$LR•IPV4『线路7』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$LR•IPV4『线路8』
翡翠台,https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8$LR•IPV4『线路9』
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2709&tk=97475bb89d45$LR•IPV4『线路10』
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn$LR•IPV4『线路11』
翡翠台,http://119.125.134.179:9901/tsfile/live/1035_1.m3u8$LR•IPV4『线路12』
翡翠台,http://r.jdshipin.com/qClQf$LR•IPV4『线路13』
翡翠台,http://r.jdshipin.com/qrfbg$LR•IPV4『线路14』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406$LR•IPV4『线路15』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720$LR•IPV4『线路16』
翡翠台,http://58.250.155.2:8180/TV00000000000000000032@HHZT$LR•IPV4『线路17』
翡翠台,http://119.125.134.228:9902/tsfile/live/1007_1.m3u8$LR•IPV4『线路18』
翡翠台,http://163.177.123.19:9901/tsfile/live/1006_1.m3u8$LR•IPV4『线路19』
翡翠台,http://119.125.134.217:9902/tsfile/live/1007_1.m3u8$LR•IPV4『线路20』
翡翠台,http://163.177.122.21:9901/tsfile/live/1006_1.m3u8$LR•IPV4『线路21』
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2504&tk=7d4ad8f156e3$LR•IPV4『线路22』
翡翠台,http://119.125.129.4:9901/tsfile/live/1020_1.m3u8$LR•IPV4『线路23』
翡翠台,http://171.38.41.192:8181/tsfile/live/1049_1.m3u8$LR•IPV4『线路24』
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5022&tk=e503191f8e20$LR•IPV4『线路25』
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8$LR•IPV4『线路26』
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS$LR•IPV4『线路27』
翡翠台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0401&tk=2aca1ad9a849$LR•IPV4『线路28』
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53$LR•IPV4『线路29』
翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv$LR•IPV4『线路30』
翡翠台,https://pi.0472.org/tv/fct.php?auth=230918$LR•IPV4『线路31』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路32』
翡翠台,https://stream1.freetv.fun/fei-cui-2.ctv$LR•IPV4『线路33』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4$LR•IPV4『线路34』
翡翠台,http://r.jdshipin.com/62WM7$LR•IPV4『线路35』
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3$LR•IPV4『线路36』
翡翠台,http://r.jdshipin.com/n90gt$LR•IPV4『线路37』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2$LR•IPV4『线路38』
翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8$LR•IPV4『线路39』
翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn$LR•IPV4『线路40』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4$LR•IPV4『线路41』
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn$LR•IPV4『线路42』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路43』
翡翠台,p3p://167.114.175.6:55331/66c04cec000a20ac2dbf03c71cf661c9$LR•IPV4『线路44』
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3$LR•IPV4『线路45』
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3$LR•IPV4『线路46』
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路47』
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv$LR•IPV4『线路48』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$LR•IPV4『线路49』
翡翠台,https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8$LR•IPV4『线路50』
翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8$LR•IPV4『线路51』
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路52』
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53$LR•IPV4『线路53』
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8$LR•IPV4『线路54』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$LR•IPV4『线路55』
翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn$LR•IPV4『线路56』
八大精彩,http://litv.zapi.us.kg/?id=4gtv-4gtv034$LR•IPV4『线路1』
八大精彩,p3p://108.181.32.169:27540/65435f63000ba94069331ccd6399041b$LR•IPV4『线路2』
八大精彩,https://litv.zapi.us.kg/?id=4gtv-4gtv034$LR•IPV4『线路3』
八大精彩,https://stream1.freetv.fun/ba-da-jing-cai-2.ctv$LR•IPV4『线路4』
八大精彩,https://stream1.freetv.fun/ba-da-jing-cai-1.ctv$LR•IPV4『线路5』
八大精彩,https://4gtv.pendy.us.kg/4gtv.php?id=4gtv-4gtv034$LR•IPV4『线路6』
八大精彩,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv034$LR•IPV4『线路7』
八大综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv039$LR•IPV4『线路1』
八大综艺,https://litv.zapi.us.kg/?id=4gtv-4gtv039$LR•IPV4『线路2』
八大综艺,https://4gtv.pendy.us.kg/4gtv.php?id=4gtv-4gtv039$LR•IPV4『线路3』
日本全天新闻,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8$LR•IPV4
韩国KBS,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8$LR•IPV4
Fox新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8$LR•IPV4

